City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
2122614,Okha,RU,53.5739,142.9478,2.44,90,34,9.21
3421193,Paamiut,GL,61.994,-49.6678,0.6,100,100,2.7
1529376,Korla,CN,41.7597,86.1469,24.36,23,51,4.84
2165087,Gold Coast,AU,-28.0,153.4333,20.94,87,100,9.26
2290836,Boundiali,CI,9.5217,-6.4869,24.98,64,95,2.06
4845585,Westport,US,41.1415,-73.3579,14.11,45,0,4.63
3932145,Pisco,PE,-13.7,-76.2167,18.03,82,75,1.54
826996,Udarnyy,RU,54.3409,42.8611,6.17,97,100,4.88
3522551,Nuevo Laredo,MX,27.4763,-99.5164,33.13,52,75,10.8
4969398,Lewiston,US,44.1003,-70.2148,9.58,56,0,0.0
2012530,Zhigansk,RU,66.7697,123.3711,-1.21,97,99,4.38
645765,Muhos,FI,64.808,25.9931,11.88,85,100,4.8
750268,Bursa,TR,40.1667,29.0833,3.02,82,11,0.25
2311968,Nioki,CD,-2.7167,17.6833,22.66,96,93,1.24
122285,Neyshabur,IR,36.2133,58.7958,15.75,58,0,1.54
3976232,Isla del Bosque,MX,22.7333,-105.85,25.86,66,0,4.06
4017924,Ayutla,MX,20.1167,-104.3333,27.2,40,27,3.59
3522514,Nunkiní,MX,20.3333,-90.1833,29.46,55,6,5.29
5554428,Ketchikan,US,55.3422,-131.6461,5.99,94,100,2.64
2347758,Bara,NG,10.3744,10.7288,26.76,69,18,5.9
2399001,Mayumba,GA,-3.432,10.6554,25.24,92,97,1.76
2145554,Ulladulla,AU,-35.35,150.4667,16.54,76,100,4.24
2315728,Gemena,CD,3.25,19.7667,21.63,95,100,1.41
2137773,Vao,NC,-22.6667,167.4833,22.98,66,0,9.24
1538648,Toktogul,KG,41.8708,72.9402,15.94,86,43,0.47
1701054,Marawi,PH,7.9986,124.2928,25.52,77,93,0.44
212902,Kindu,CD,-2.95,25.95,20.34,94,95,0.79
1513491,Yangi Marg`ilon,UZ,40.4272,71.7189,17.4,77,43,2.06
3131500,Visnes,NO,59.3556,5.2242,9.04,87,75,6.17
299900,Talas,TR,38.6908,35.5538,3.37,75,0,2.57
499025,Samoded,RU,63.6083,40.5111,2.56,83,10,2.36
3030142,Briançon,FR,44.9,6.65,9.94,92,33,0.26
3517970,Pochutla,MX,15.7432,-96.4661,29.34,71,96,1.73
1735799,Sri Aman,MY,1.2376,111.4621,28.99,73,34,0.46
3347019,Mossamedes,AO,-15.1961,12.1522,22.51,66,73,4.25
88834,Tūkrah,LY,32.5341,20.5791,15.48,73,0,3.0
2013279,Vostok,RU,46.4856,135.8833,19.92,22,100,1.45
5919915,Chapleau,CA,47.8405,-83.4034,14.05,94,100,2.57
3386177,Trairi,BR,-3.2778,-39.2689,24.04,86,100,1.2
2610343,Vestmanna,FO,62.1564,-7.1664,7.51,93,75,2.57
5972762,Hay River,CA,60.8156,-115.7999,1.86,61,97,1.99
1728675,Balabac,PH,7.9868,117.0645,28.32,82,79,4.74
2245170,Podor,MR,16.6527,-14.9587,26.69,43,1,5.03
3436199,Azul,AR,-36.777,-59.8585,14.08,90,90,2.66
2017378,Rudnogorsk,RU,57.2639,103.7519,6.53,43,59,1.77
1810240,Gejiu,CN,23.306,103.1635,16.7,81,100,1.87
1623197,Tual,ID,-5.6667,132.75,29.05,74,100,3.52
3792382,Cartagena del Chairá,CO,1.3349,-74.8429,23.32,96,22,1.13
2020313,Mama,RU,58.3106,112.8986,4.2,63,31,1.88
1799722,Nantong,CN,32.0303,120.8747,19.44,84,100,1.79
1653316,Savannakhet,LA,16.566,104.751,29.25,69,91,2.81
654899,Kajaani,FI,64.2273,27.7285,7.03,76,100,6.17
5847486,Kailua,US,21.4022,-157.7394,26.11,69,75,5.66
215976,Ilebo,CD,-4.3167,20.5833,22.3,89,92,0.71
1803300,Liuzhou,CN,24.3126,109.3892,21.53,86,100,2.85
237379,Ndélé,CF,8.4109,20.6473,26.73,51,97,3.25
5919850,Chapais,CA,49.7834,-74.8492,16.23,41,1,4.69
1786855,Yatou,CN,37.15,122.3833,16.15,68,61,3.64
2027296,Aykhal,RU,66.0,111.5,1.44,100,97,9.31
1858301,Kurayoshi,JP,35.4333,133.8167,17.27,92,100,2.34
2015352,Terney,RU,45.0503,136.6092,14.34,48,100,3.42
2121324,Shebunino,RU,46.4339,141.8603,11.38,69,8,4.47
2022463,Khilok,RU,51.3674,110.4676,1.98,47,57,3.64
2012956,Yerbogachën,RU,61.2767,108.0108,7.13,69,25,3.94
2636790,Stornoway,GB,58.2093,-6.3865,7.58,89,75,4.12
2015179,Tommot,RU,58.9564,126.2925,-1.19,83,100,3.2
4219934,Roswell,US,34.0232,-84.3616,20.97,60,0,2.06
3461370,Imbituba,BR,-28.24,-48.6703,21.59,94,100,2.63
3059101,Levice,SK,48.2156,18.6071,11.07,78,17,0.78
2028164,Deputatsky,RU,69.3,139.9,-10.0,77,75,2.14
4791259,Virginia Beach,US,36.8529,-75.978,13.38,76,100,10.8
2415702,Siguiri,GN,11.6667,-9.5,29.64,37,19,1.17
3414079,Olafsvik,IS,64.8945,-23.7142,1.68,95,100,12.02
2374583,Bubaque,GW,11.2833,-15.8333,25.4,73,100,8.65
3698304,Chimbote,PE,-9.0853,-78.5783,17.28,86,5,2.89
6453331,Kristiansund,NO,63.1115,7.732,8.36,81,100,0.0
3991219,Puruándiro,MX,20.0833,-101.5,28.43,20,100,3.46
5520552,Dumas,US,35.8656,-101.9732,19.08,72,100,12.86
6094407,Oromocto,CA,45.8351,-66.4792,7.35,62,2,2.34
3893629,Coquimbo,CL,-29.9533,-71.3436,13.85,100,100,1.54
1529102,Ürümqi,CN,43.801,87.6005,18.53,26,0,3.0
296560,Yozgat Province,TR,39.5833,35.3333,4.96,75,6,1.29
5896969,Beaverlodge,CA,55.2166,-119.4361,9.7,63,97,6.07
1526038,Atbasar,KZ,51.8,68.3333,11.11,84,6,5.1
3904906,Santa Cruz de la Sierra,BO,-17.8,-63.1667,20.7,83,75,3.6
1507390,Dikson,RU,73.5069,80.5464,-1.96,95,100,12.62
1259395,Porbandar,IN,21.6422,69.6093,27.89,79,94,8.56
4696233,Harlingen,US,26.1906,-97.6961,27.85,83,75,8.23
2303611,Esim,GH,4.8699,-2.2405,26.8,86,100,3.33
2034995,Shanhecun,CN,44.7,127.2,7.45,84,100,4.66
3402648,Carutapera,BR,-1.195,-46.02,23.59,94,100,0.78
2965604,Castleisland,IE,52.2333,-9.4667,8.24,93,91,2.96
1633034,Liku,ID,-0.7275,119.8922,26.5,81,100,0.71
486413,Suksun,RU,57.1431,57.3949,9.6,88,100,6.24
2126199,Cherskiy,RU,68.75,161.3,-3.16,82,100,3.2
2346995,Biu,NG,10.6129,12.1946,25.94,55,92,3.99
1244926,Hambantota,LK,6.1241,81.1185,27.76,77,71,9.02
2331939,Lokoja,NG,7.8024,6.743,24.39,88,71,1.32
511785,Pechory,RU,57.8164,27.6119,6.3,69,100,2.92
1799384,Ninghai,CN,29.2892,121.4247,18.5,97,100,1.9
2122605,Okhotsk,RU,59.3833,143.3,0.48,99,100,4.71
3038789,Abbeville,FR,50.1,1.8333,9.92,85,83,2.94
2414659,Tokonou,GN,9.65,-9.7833,23.89,61,47,2.36
1640972,Katobu,ID,-4.9408,122.5276,27.74,82,100,1.05
5019116,Brainerd,US,46.358,-94.2008,20.87,32,0,2.57
1489656,Teya,RU,60.3778,92.6267,5.58,73,3,1.59
2027004,Bayanday,RU,53.0661,105.5139,4.4,42,74,4.65
7647007,Bariloche,AR,-41.1456,-71.3082,2.86,60,0,3.6
3899539,Antofagasta,CL,-23.65,-70.4,15.6,86,30,0.85
2100933,Ambunti,PG,-4.2365,142.8448,31.84,60,53,1.26
3382160,Cayenne,GF,4.9333,-52.3333,27.83,1,75,2.24
3372783,Ponta Delgada,PT,37.7333,-25.6667,17.4,77,75,2.57
2618795,Klaksvík,FO,62.2266,-6.589,8.51,85,4,2.07
6067747,Matagami,CA,49.7502,-77.6328,22.06,21,100,3.6
5850554,Makakilo City,US,21.3469,-158.0858,26.55,58,75,8.23
3118547,Lena,ES,43.1,-5.7333,6.75,74,22,1.23
2629833,Husavik,IS,66.0449,-17.3389,-0.2,96,100,5.18
3150261,Kirkenær,NO,60.4564,12.0582,5.67,96,0,1.91
3855065,General Roca,AR,-39.0333,-67.5833,11.09,34,3,3.26
6533368,Moranbah,AU,-22.0016,148.0466,19.56,90,100,9.97
2019488,Namtsy,RU,62.7161,129.6658,0.41,50,0,3.42
934479,Grand Gaube,MU,-20.0064,57.6608,24.1,80,39,0.45
1168700,Ormara,PK,25.2088,64.6357,27.57,76,0,3.7
1644605,Galesong,ID,-5.3166,119.3661,29.01,79,100,2.43
2738381,Lata,PT,40.1629,-8.3327,12.21,67,6,0.99
3936456,Lima,PE,-12.0432,-77.0282,17.72,78,0,3.6
5859699,College,US,64.8569,-147.8028,4.64,80,75,3.6
1529195,Shihezi,CN,44.3,86.0333,22.37,20,100,1.76
639734,Rauma,FI,61.1272,21.5113,8.02,96,100,7.78
3451474,Riachão do Jacuípe,BR,-11.8069,-39.3856,20.56,92,5,2.39
4014914,Cedral,MX,23.8,-100.7333,20.21,58,100,1.39
1487332,Verkhnyaya Inta,RU,65.9811,60.3094,0.75,84,16,2.07
2027044,Batagay,RU,67.6333,134.6333,-4.35,65,100,2.38
3894426,Coyhaique,CL,-45.5752,-72.0662,4.97,81,0,2.06
5380420,Pacifica,US,37.6138,-122.4869,12.39,68,20,12.86
2269594,Cascais,PT,38.6979,-9.4215,17.86,55,42,4.47
1497406,Nizhnyaya Omka,RU,55.4338,74.9426,10.3,36,100,5.95
2367164,Dapaong,TG,10.8639,0.205,28.79,52,43,2.21
2108857,Gizo Government Station,SB,-8.103,156.8419,28.81,76,100,5.18
3372472,Vila Franca do Campo,PT,37.7167,-25.4333,19.0,92,100,1.77
2229411,Limbe,CM,4.0242,9.2149,26.4,86,100,1.42
6078372,Moose Factory,CA,51.2585,-80.6094,19.99,49,100,4.12
3939761,Hualmay,PE,-11.0964,-77.6139,18.01,83,0,3.32
778707,Mehamn,NO,71.0357,27.8492,2.95,98,100,8.62
5364022,La Palma,US,33.8464,-118.0467,18.04,43,75,8.75
561999,Garbolovo,RU,60.3413,30.4955,6.1,76,37,2.55
2632287,Dalvik,IS,65.9702,-18.5286,0.96,92,100,4.36
1856068,Nago,JP,26.5881,127.9761,25.81,89,100,5.29
945945,Upington,ZA,-28.4478,21.2561,8.21,61,0,1.03
2392087,Porto-Novo,BJ,6.4965,2.6036,27.9,85,68,2.53
2077895,Alice Springs,AU,-23.7,133.8833,16.75,42,0,4.12
102527,Sakakah,SA,29.9697,40.2064,18.76,22,0,2.78
7671223,Kloulklubed,PW,7.0419,134.2556,25.28,87,100,6.04
2109528,Buala,SB,-8.145,159.5921,28.1,79,100,3.0
1489822,Tegul'det,RU,57.3064,88.1667,5.98,43,0,2.31
1254046,Tura,IN,25.5198,90.2201,22.31,94,97,1.84
2520610,Caceres,ES,39.522,-6.3748,19.25,48,35,1.67
6148373,Sioux Lookout,CA,50.1001,-91.917,16.04,36,20,1.54
3931223,Puquio,PE,-14.7,-74.1333,9.04,65,0,1.32
496285,Severodvinsk,RU,64.5635,39.8302,6.06,81,80,4.5
1272259,Duliāgaon,IN,27.3667,95.3167,23.93,94,90,1.42
4032369,Pangai,TO,-19.8,-174.35,27.06,61,75,4.12
777019,Vardø,NO,70.3705,31.1107,2.99,100,100,5.14
2630299,Hofn,IS,64.2539,-15.2082,4.18,60,100,9.42
2206874,Waipawa,NZ,-41.4122,175.5153,10.27,61,100,3.02
2239862,Malanje,AO,-9.5402,16.341,17.54,72,97,1.74
2179103,Whitianga,NZ,-36.8333,175.7,15.17,56,51,5.13
1061335,Mananjary,MG,-21.2167,48.3333,19.58,72,0,2.09
1515029,Ulaangom,MN,49.9811,92.0667,3.34,35,0,2.05
933416,Manyana,BW,-23.4,21.7167,14.22,20,6,2.72
5928065,Cornwall,CA,45.0181,-74.7281,17.56,34,0,4.12
2015852,Svetlaya,RU,46.5389,138.3297,13.82,52,93,2.69
4031637,Lavrentiya,RU,65.5833,-171.0,0.77,97,76,2.44
364027,Wagar,SD,16.1525,36.2032,28.92,17,10,7.32
6145890,Shelburne,CA,44.0787,-80.2041,15.6,65,41,3.64
863061,Usinsk,RU,65.9939,57.5281,-0.09,77,15,3.38
4026082,Lázaro Cárdenas,MX,17.9583,-102.2,26.27,74,2,2.13
3664980,Boa Vista,BR,2.8197,-60.6733,27.99,69,75,2.06
2525392,Capaci,IT,38.1711,13.2393,14.95,73,0,1.54
1254133,Tuensang,IN,26.2833,94.8333,19.81,99,99,0.58
2361177,Djibo,BF,14.1022,-1.6306,30.67,22,57,3.01
2992938,Montbéliard,FR,47.5167,6.8,15.4,88,24,1.36
3336897,La Rioja,ES,42.25,-2.5,9.88,54,27,3.6
2644605,Lerwick,GB,60.1545,-1.1494,9.0,86,100,10.4
3556437,Jagüey Grande,CU,22.5269,-81.1286,24.41,69,0,4.29
2177069,Ballina,AU,-28.8667,153.5667,20.99,73,100,6.49
2662689,Visby,SE,57.6409,18.296,11.12,93,100,8.75
750510,Bolu Province,TR,40.6667,31.5833,8.42,76,85,0.65
4255151,Bud,US,39.447,-86.1758,24.97,78,67,2.86
3381538,Grand-Santi,GF,4.25,-54.3833,22.36,99,73,1.22
1803936,Wuwei,CN,37.9281,102.6414,18.48,35,10,0.88
2068110,Kununurra,AU,-15.7667,128.7333,28.99,37,93,4.63
1648759,Bima,ID,-8.4667,118.7167,28.06,72,100,1.93
1254241,Tonk,IN,26.1667,75.7833,31.41,28,1,1.95
1710519,Isabela,PH,6.7085,121.9711,26.03,93,100,2.61
2253354,Dakar,SN,14.6937,-17.4441,22.49,88,7,6.44
5126209,Mastic Beach,US,40.7668,-72.8521,13.45,35,0,5.36
5894642,Bassano,CA,50.7834,-112.4685,8.53,51,99,1.02
3449350,São Bento do Sul,BR,-26.2503,-49.3786,15.69,97,100,0.51
3440034,Tacuarembó,UY,-31.7333,-55.9833,13.35,95,100,1.99
6050066,La Ronge,CA,55.1001,-105.2842,10.14,43,75,3.6
3496021,Nagua,DO,19.3832,-69.8474,25.13,77,83,2.9
6055388,Little Current,CA,45.9793,-81.9248,11.03,72,100,3.81
5851349,Nānākuli,US,21.3906,-158.1547,27.37,57,75,5.66
1024312,Mocuba,MZ,-16.8392,36.9856,17.19,97,0,0.55
2413419,Gunjur,GM,13.2019,-16.7339,23.04,83,0,5.66
2240449,Luanda,AO,-8.8368,13.2343,25.0,94,75,1.03
4653638,Robertson,US,36.5167,-86.8667,24.41,81,20,1.54
1278539,Annur,IN,11.2333,77.1333,24.23,76,100,1.57
3573374,The Valley,AI,18.217,-63.0578,26.92,80,74,7.81
3351663,Benguela,AO,-12.5763,13.4055,23.85,83,11,0.48
